text,label
@user là tu dis de la merde y’a autant de noir qui déteste les arabes que l’inverse. c’est juste que les renois… http,0
rt @user la logique d'un gauchiste #npc #npcmeme http,0
@user @user @user @user @user @user @user bah va dormir si t'a pas que ca à foutre mongol,0
les rebeus dans les brocantes vous êtes pas possible,0
@user « tant de noirs ne réalisent pas à quel point l’immigration est dangereuse pour l’europe et vide l’afrique de ses forces. » moi,1
franchement sa vous étonne tout se bordel ? vit dans un monde avec des attardé mentale (précisément en france) c… http,0
mdr je dois prendre le train taleur en plus j’vais rigoler tout seul comme un attardé en repensant à la vidéo,0
@user @user @user laisse le c’est un attardé,0
bensebaini quel gros mongol il mérite un beau pied bouche. #srfcpsg,1
@user @user fake en plus c'est de très mauvaise qualité personne ne s'exprime comme un attardé… http,0
@user @user nn c’est ton ami le frustré en faite sale arabe va bon ntm flemme de parler avec vous tell… http,0
@user @user quel attardé,0
@user la civilisation cartagienne l`apogee de l`empire grec le negre cypion l`africain...,1
@user alors que l’attardé comorien il est à fond dans sa connerie,0
rt @user @user ah bon t'es sur ? est omnivores ducon mais t'es dans une grotte ou quoi ?! est capables de tout,0
@user @user la tolérance gauchiste,0
dc maintenant dire que @user ou le @user sont des lobby juif et sioniste sachant qu’il se revendique tel que… http,0
ptdrr ya 2 renois elles parlaient lingala la chef ellle dit direct ooh vous parlez quelle langue la imaginez moi… http,0
soeur elle sept ans lui apprend jouer au echec elle nous dis mais pourquoi faut proteger le roi ? c'est une gauchiste certifiee,0
ça lâche des jtai vu mongol mais ça dis pas salut,0
les américains seront scotchés à leur tv ; l'enjeu est dc sociétal (le sexisme l'avortement) mais aussi politiq… http,0
les arabes cassent les couilles putin. ils aiment pas les noirs mais ils viennent s’asseoir à côté de moi dans le… http,0
hapsatou sy prÉsidente des africains de france à l' elysÉe avec macron rassembleur des africains et des musulmans s… http,0
j’aime pas les arabes que des bougnoules de merde,0
@user je la connaissais déjà un peu avant mais je m'y étais pas attardé et la vidéo de lol m'a giga hype,0
j’ai été remplacé par un autre renoi dans les snaps d’une sale algérienne,0
@user @user ftg toi t'es le plus beau des rebeus meme arpuf il est pas de taille,0
@user @user dois mongol,0
comment devenir un parfait petit gauchiste identititaire en 5 lecons.nn,0
normal. n'est jamais à l'abri d'un gauchiste dégénéré.,0
@user @user melenchon n'est pas plus gauchiste que je suis archeveque. il est opportuniste. si le ps lui... http,0
j’espere il vont payer ces vieux rebeus baltringue de merde,0
en revanche silence sur le hallal qui massacre des animaux dans souffrances horribles et rien contre l'avortement q… http,1
À vintimille comment faire preuve de solidarité avec les migrants sans se faire expulser de la ville http,0
@user il le culot qu'ont les rebeus de cité...,0
bts quand ils vont arriver le 20 et voir que y’a que des renois et rebeux vont voir flou,0
@user @user @user @user @user qu’est-ce que vous en fait de zemmour l’arabe il est rac… http,0
en plus quand c des bougnouls ou des renoi c la maçonnerie et agent de sécurité quand c’est un noich elle lui propo… http,1
bande de mongol http,0
@user ah oui quand tu donne un scan d'une image met le reste de l'image dda - les arabes en effets sont prése… http,0
@user @user sale juif...non je ne crois pas vu sa tete mais arabe de service...pur hallal ça oui... http,0
@user tu parles sans savoir encore une fois.. dans le virage nord t’as des renois des rebeu et t’as pas… http,0
@user tu répond à ton propre tweet mongol,0
au @user ça s'attarde sur le psg mais pour parler des fraudes fiscales ça dur 36 secondes bande de tocar… http,0
les rebeus qui se sappent comme ça c'est quoi au juste votre projet parce que je pige vraiment pas.... http,0
non ! n'en veut pas de ces migrants économiques ! trop c'est trop . il est plus urgent d'imposer des mesures dr… http,0
au vu de cette simple declaration difficile de savoir si affaire un neo-nazi un gauchiste ou un islamiste. http,0
@user elle le droit de dire ce qu'elle veut elle est jugé attardé par la médecine.,0
la mairie de #villeurbanne trouve le temps de financer et de faire la pub d'une expo sur les réfugiés en bande dess… http,0
mon dieu j’suis complètement attardé c’est quitte ou double la,1
@user si t’es féministe tu défends chacun des droits de la femme même celui de rester à la maison s’occuper des… http,0
@user @user @user @user lr est un parti gauchiste. la rencontre entre laurent wauquiez et angela merkel le prouve.,0
jdois travailler avec une meuf qui est contre l'avortement jvais pas la supporter longtemps,0
@user cette vieille merde gauchiste parasite nul chi** croit qu'il fait encore le poids?,0
@user ptdrrrrr mongol,0
@user @user @user @user pour defendre les arabes il n’a pas d’autre argument que des insutes.… http,0
mais les mecs leurs sale arguments c féministe=moches mais est toutes des putains de frappes ici et c’est pas… http,0
@user @user @user @user @user et la société complète cautionne la violence de l'au… http,0
@user @user @user de quoi tu parle pauvre attardé ? changer pour l’électrique ultra polluants.,0
le tueur n'Était pas anti-trump. anti-trump: dire que trump va trop loin. le tueur pensait qu'il n'allait pas assez… http,0
@user @user faut vraiment être un attardé pour soutenir les femens. oui à l égalité homme femme non aux degenerés,0
dirait pas une renois qui enleve ces faux cheveux?mdr http,0
sale arabe: un ex-policier condamné pour agression au couteau http,0
faut pas s'étonner qu'ensuite ça déraille.. les parents sont aussi cons que leur ado attardé..,0
tout individu noir arabe ou qui crie allah akbar est un terroriste. par contre un blanc d'extrême droite antisém… http,0
je crois cst pour ça les renois m’aiment pas..,0
irl une gauchiste bobo anti-raciste : « quand je lis @user ou @user de part leurs provocations i… http,0
va recommencer @user la traite arabe s'étale sur une période allant du vii ème siècle jusqu'en 1920. e… http,0
@user mais meuf celle-là c'est pr moi dans le top 10 pr fouttre mal aussi donc stop écoute rebeus oran,0
comment sortir du débat des « pour ou contre » l’avortement pour entrer dans un dialogue d’écoute d’amour et de co… http,0
vous voyez c'est ce qu'on appel communément un mongol. un vrai. incapable d'utiliser son cerveau et de lire correc… http,0
@user @user mdrrr la tête de oit que t’est vraiment le mec le plus attardé que j’ai vue merde… http,0
@user n'empêche entre les mecs qui sont en mode olala c'est un mongol bla bla il ne vaut rien il fait que cass… http,0
@user @user ouais ferme la sale renoi,0
. @user est l'archetype du petit dictateur gauchiste avec les techniques de communication qui vont avec... http,0
@user verratti peut pas faire grand chose mr il est entouré de mongol au milieu,0
@user @user quel mongol ce mec,0
@user @user ta storie sale arabe avec le chien jme suis pissenlir dessu hewombereee,0
mdr et l’autre mongol aussi http,0
un vrai gauchiste.,0
ceci ne donnet il pas justement raison zemmour ? et c'est un proche de macron qui prend la tete du terrorisme in… http,0
@user tu es sale comme juif...,1
@user ah si y'a l'une de mes préférés de mongol horde http,0
bon aller baize tes mort d'attardé complètement ravagé mentalement et laisse les grand trkl http,0
@user @user ils ont du mal,0
@user arrêtez de tout minimiser comme cela sale homme cisgenre blanc phallocrate non juif et dominateur!!!… http,0
les renois (je parle même pas des musulmans) aiment trop se raser la moustache quand ils ont une barbe comment ça se fait ?,0
les renois à rennes savent que courir,0
rt @user @user @user parce que nous est assez intelligent pour fabrique des bazooka et aller sur la lune conna,0
@user @user tu é mongol,0
jsuis en larme mon tweet sur les rebeus ils tournent sur fb sur les groupes des turcs ça m’insulte en balle,0
@user @user du coup pourquoi l'evolution fait qu'on des canines si est destine bouffer... http,0
@user @user t'as pas cours pour dormir comme ça sale arabe,0
@user et le racisme des blancs envers les noirs et arabe tellement été gommé france que même individuellem… http,0
les renois ont tjrs autant la cote sur fut décidément,0
le renois trompent beaucoup les blancs trompent mieux. mdr waow keske j'raconte moi,1
usa croissance de 42% au 2ieme trimestre mais le gauchiste viktorovitch de cnews va nous dire que c'est grâce à obama,0
@user la sphère médiatique c est de la merde et des vendu comme tout les sale noire et arabe qui passe à la… http,0
les rebeu & les renois non parents quand il part au supermarché il cherche à acheter que des moins cher et nous les… http,0
@user vous sous entendez donc que quand les musulmans nous disent le terrorisme c'est pas l'islam ils mentent ???,1
